# schema=sow-migration-selector-golden/v1
# row_id	command_ordinal	command_sha256	physical_leaf_count	physical_leaves_sha256
#
# Frozen against docs/migration/fixtures/pigsty-v1.yaml. Each digest binds
# the canonical sorted type/repo/suite-or-OS/component/arch/source/route/lifecycle
# or compatibility ID/root/carrier/policy-source tuple set for one inline SOW
# command in docs/migration/make-target-map.md.
APT-01	1	563d9e955df7827123422b77a557eed0837bcb7ae68426ded66a9fbdc1faa385	16	f5b6fb9dc8a7b44311825b24e10a5d1016ccc018c44061a2235bdccfcb127f41
APT-03	1	72aec67e41a3c15ca0d5bb80e0f274f6a09e1aeb11fdbedca1fa59744ea37618	2	98fb872448312f4da5f5fafe60822d39fed2a9a9242c3254ecdc7a18e69b9e8d
APT-04	1	b4af56889302ab50c795b97ef37bc4b2a7099ef253254308d4222697628a742e	12	f3c057f4f1a8fba43fbcd218613232135bfb68f2510def10f769bd983491dc95
APT-05	1	c01ed9bc2384a4d323a1db27002363b6ce40d222e528782ba297584ec9d4540d	10	ee9b457f7fabc9c1259123ca103ab6d6978fd9233b156362d9b379d6738a63d7
APT-06	1	79b21bbeb7af75e23adfcfce0c624843c989db2eb2b2aba65132d5f4846a3270	14	d91fbaf5dfe89a8f9d83fc65ccf2d1a44ea98c76925ae6d23b565049254bd3f8
APT-07	1	521c9437894d58220534bf56fa7e5b03b5c5bf6d34b8e0523e42e6b5935dc161	6	9f1de342fb27c231f1db5a52ea82b11c11bca72fc6d50fb8fdcb1688ba9d5985
APT-08	1	3a4684e67a90bac9ad59b465124c12d02a1ed6048e1dcfb8639fb7124866493b	8	207ced1c482affdf665cfbbbe8158cbfb9be47a9dcad8382d7c553dae395ed73
APT-09	1	ed7850fb6781feab303cfa8a81eb6dad3c5a883f79ee083c6e84dd41c9176246	2	0973c43d36bdd69ea497a0573449bf0ade1d6a3cef4994ace903f3bc01592399
APT-10	1	96623c4478cf27b5e64363dd8b8a6dd6525fec92f5745944cc7776b78a99ad6e	2	cdf6321e97f0f4441a1edbe270eb5241eebe8dcaa3d2baef04f9cb68eead5d20
APT-11	1	ab5858ae630162a63460466c7d14e3e3cbe68a3446b38d91bfc29fcf221f3cad	2	e046ef2a66bb3557c6712e2c5231049fff3cdff5f325113225c45565ddf105c1
APT-12	1	1e55756330c7d9d668539085601edfc313a03b84b15a886f02798eb7f0525922	2	f3185ef4ce61abe7dc25e1b165bf457d3516e3195d2bcd49e124a1137adc372a
APT-13	1	6c0a6d149e82c3735fdb713c2e11ab29c48a5c63fb746805b44bc79951bedd51	2	d4ebe24ce244e8cbc526284cb567454171b65d76698ef361f80c4f8e464c4940
APT-14	1	d316c037998beb75b239545c1b4f4a8beaa6e84975317135a114270446a956dc	2	97e4e43aed4dd01ceaae768169dececdb014dee15ed50df647737c0efd6d3d26
APT-15	1	9067b8e0a89676a789dea574b487bfc8bce8196de2a375d7ba530a2047c8d800	2	58b0886f7a8ad38d8e822339ee6bb42a84f3cc5cfc409981d94df8d01ca9a842
APT-16	1	e50e2b6fd0d00d88cfc9c7dc15fd3ce9be9cb2ff2af9e7b30d4b5080a9af0dc2	8	51cfe907267abe19b1cb1382b01c23cd5ba45ce04fb75dc27b29e46e6fcc4f12
APT-18	1	8041d773a745aa882bf56f04aaeb444c77ace26261462c4576113a8343d4f420	2	98fb872448312f4da5f5fafe60822d39fed2a9a9242c3254ecdc7a18e69b9e8d
APT-19	1	872cb5ba8e2846491301f83161498c7e7e34da7cfe5ace91e88f254ff0a08780	2	0973c43d36bdd69ea497a0573449bf0ade1d6a3cef4994ace903f3bc01592399
APT-20	1	cfa242fb9d1a6c2f4dffe7f7e16b91610859f69fa7d3314137a80dbdf803faba	2	cdf6321e97f0f4441a1edbe270eb5241eebe8dcaa3d2baef04f9cb68eead5d20
APT-21	1	9c07a011f7f530fbc9bb8cc52b251fd8afbde179e3404723f5b20ba96c950fdf	2	e046ef2a66bb3557c6712e2c5231049fff3cdff5f325113225c45565ddf105c1
APT-22	1	b2d1d333367f5804434a36ecd2ff0f946d540cf4733b7f0f041e81795cc66d4e	2	f3185ef4ce61abe7dc25e1b165bf457d3516e3195d2bcd49e124a1137adc372a
