# sow legacy physical topology snapshot v1
# captured_at: 2026-07-31
# source_root: /Users/vonng/pgsty/repo
# source_commit: c2f7b5fa967d18d03b424fb7d0ee92fc5eabb6e6
# scope: current local physical source inventory; not migration/cloud/production evidence
# security: bin/fileauth.txt excluded; pro payloads not read or hashed; empty pro/checksums hashed
# columns: kind logical_path physical_path scope_or_family bytes sha256
# count apt-index 76
# count yum-repomd-total 131
# count yum-repomd-nested 1
# count root-exact-key 7
# count root-directory-prefix 8
# count pro-file 16
apt-index	apt/infra/dists/generic/main/binary-amd64	apt/infra/dists/generic/main/binary-amd64/Packages	infra	60568	1b1a3df6bdbe19c354b341cb0f1a7b28b5b9a61e34e855ff593f3d62c75eaeae
apt-index	apt/infra/dists/generic/main/binary-arm64	apt/infra/dists/generic/main/binary-arm64/Packages	infra	60453	3dec15aa598958774954df789728c476ef0353ca0148886865f402214bbfa996
apt-index	apt/mssql/dists/focal/main/binary-amd64	apt/mssql/dists/focal/main/binary-amd64/Packages	mssql	23481	88497c1be6d0fd62c02dac65a8b83b453faa2acd992404cb3dc476a181ed3be5
apt-index	apt/mssql/dists/focal/main/binary-arm64	apt/mssql/dists/focal/main/binary-arm64/Packages	mssql	23485	83f8a453f17cfae92fc03261d6267b7d612e2a0d023c43933d8859920a163ab9
apt-index	apt/mssql/dists/jammy/main/binary-amd64	apt/mssql/dists/jammy/main/binary-amd64/Packages	mssql	23506	6942f0de1acd06576d73ab864b3c4e640206ad4cba151116a3d2ac2cb990ca9f
apt-index	apt/mssql/dists/jammy/main/binary-arm64	apt/mssql/dists/jammy/main/binary-arm64/Packages	mssql	23509	afd4f7e57bef3f269ac7283f44483ad4bfb9941ab8e649d5229df192270fb6d8
apt-index	apt/mssql/dists/noble/main/binary-amd64	apt/mssql/dists/noble/main/binary-amd64/Packages	mssql	23501	996eb6529ea808cd0a9ab696733643ada9f5bed2865474b5513ca31ae464941f
apt-index	apt/mssql/dists/noble/main/binary-arm64	apt/mssql/dists/noble/main/binary-arm64/Packages	mssql	23506	634bdd5af591909c2f8b1e81d17fe7fe877bf833c4444acf2db29abc4352994e
apt-index	apt/percona/dists/bookworm/main/binary-amd64	apt/percona/dists/bookworm/main/binary-amd64/Packages	percona	98395	21241280a50ff36ffd445b6a4e5b52fe9d07bbf5909b53c207990cdf2626e392
apt-index	apt/percona/dists/bookworm/main/binary-arm64	apt/percona/dists/bookworm/main/binary-arm64/Packages	percona	95852	fbd433f21dab4cb9edb8dbc1bcbc4835d18cea87a52d3a3153e09a1f21b7cdb6
apt-index	apt/percona/dists/bullseye/main/binary-amd64	apt/percona/dists/bullseye/main/binary-amd64/Packages	percona	98347	ac8ad9ee8d5c2036251a1d80401affc89792694dca94991e38718ba96ec57bc7
apt-index	apt/percona/dists/bullseye/main/binary-arm64	apt/percona/dists/bullseye/main/binary-arm64/Packages	percona	95806	34c71fbafec66511929cc8cda9b1808c7b8ed8b91e01d97417889f92a67a21a1
apt-index	apt/percona/dists/jammy/main/binary-amd64	apt/percona/dists/jammy/main/binary-amd64/Packages	percona	95763	f7f90645057b95c0c46188b21ef20d6fccade67ecc4664454fe47b1412117a9b
apt-index	apt/percona/dists/jammy/main/binary-arm64	apt/percona/dists/jammy/main/binary-arm64/Packages	percona	95764	6e29882feac0d6f99af9ff856a2534c5e1973750c534a05191cb0819d6ee0c63
apt-index	apt/percona/dists/noble/main/binary-amd64	apt/percona/dists/noble/main/binary-amd64/Packages	percona	95778	8718b4900d4b826a63eec65f6f1ed26b0e84e50ab6d5eca6469afe9b4525924e
apt-index	apt/percona/dists/noble/main/binary-arm64	apt/percona/dists/noble/main/binary-arm64/Packages	percona	95779	b70c93342120d257560b7dba10f736b2b651616af3d958dda50205cf89a86cf2
apt-index	apt/percona/dists/resolute/main/binary-amd64	apt/percona/dists/resolute/main/binary-amd64/Packages	percona	96435	dc4ba5786ac353726c7bcde615b4f4678bf3e74373e53243c987b17aef99eb80
apt-index	apt/percona/dists/resolute/main/binary-arm64	apt/percona/dists/resolute/main/binary-arm64/Packages	percona	96445	12bb692b4f64ad70c0089ac949b136f278ba11af14b3eb9c711cacd88e192055
apt-index	apt/percona/dists/trixie/main/binary-amd64	apt/percona/dists/trixie/main/binary-amd64/Packages	percona	95455	30d834b0148c5f259dda529ee48adc94569abe1c8bcf58efa300204d21d487c8
apt-index	apt/percona/dists/trixie/main/binary-arm64	apt/percona/dists/trixie/main/binary-arm64/Packages	percona	95465	6691906afa438f0322cc4f9da485c536152472f9702882bf77a03e1f9f1e85ac
apt-index	apt/pgdg/dists/bookworm-pgdg-testing/18/binary-amd64	apt/pgdg/dists/bookworm-pgdg-testing/18/binary-amd64/Packages	pgdg	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
apt-index	apt/pgdg/dists/bookworm-pgdg-testing/18/binary-arm64	apt/pgdg/dists/bookworm-pgdg-testing/18/binary-arm64/Packages	pgdg	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
apt-index	apt/pgdg/dists/bookworm-pgdg-testing/19/binary-amd64	apt/pgdg/dists/bookworm-pgdg-testing/19/binary-amd64/Packages	pgdg	34337	111a4a6a977cc01c44a479e7ee8a1c5799d4ba74adef5662af2972571510b244
apt-index	apt/pgdg/dists/bookworm-pgdg-testing/19/binary-arm64	apt/pgdg/dists/bookworm-pgdg-testing/19/binary-arm64/Packages	pgdg	34338	7574c6a38c6f578a3a79ef758f46966bc224ac26093775d1e03956acbdf36b1b
apt-index	apt/pgdg/dists/bookworm-pgdg-testing/main/binary-amd64	apt/pgdg/dists/bookworm-pgdg-testing/main/binary-amd64/Packages	pgdg	2723878	480e162018640b7d6c73af221e7f724b4280486ca0d4ffadcd0b1edbe190a06a
apt-index	apt/pgdg/dists/bookworm-pgdg-testing/main/binary-arm64	apt/pgdg/dists/bookworm-pgdg-testing/main/binary-arm64/Packages	pgdg	2649575	4111db30dad0a768a1e71e3c2c4a9e4e786ae5e7bb7b1e3797a7c523cf74d0db
apt-index	apt/pgdg/dists/bookworm-pgdg/main/binary-amd64	apt/pgdg/dists/bookworm-pgdg/main/binary-amd64/Packages	pgdg	4214742	006d4433ee75d7bb63171d17f12f380e1caf0be60ed037aae3720acf2e259c05
apt-index	apt/pgdg/dists/bookworm-pgdg/main/binary-arm64	apt/pgdg/dists/bookworm-pgdg/main/binary-arm64/Packages	pgdg	4140700	807d86362cb666b9f8b1431be6a5821403ebf062a52cf5ceccc408c112a18f84
apt-index	apt/pgdg/dists/bullseye-pgdg-testing/18/binary-amd64	apt/pgdg/dists/bullseye-pgdg-testing/18/binary-amd64/Packages	pgdg	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
apt-index	apt/pgdg/dists/bullseye-pgdg-testing/18/binary-arm64	apt/pgdg/dists/bullseye-pgdg-testing/18/binary-arm64/Packages	pgdg	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
apt-index	apt/pgdg/dists/bullseye-pgdg-testing/19/binary-amd64	apt/pgdg/dists/bullseye-pgdg-testing/19/binary-amd64/Packages	pgdg	34341	da16e08cb7b6c1f37f2b801856082a8bc8bae12d4bdb188e02ce387fb521270d
apt-index	apt/pgdg/dists/bullseye-pgdg-testing/19/binary-arm64	apt/pgdg/dists/bullseye-pgdg-testing/19/binary-arm64/Packages	pgdg	34343	0e57e955954454db470a328272d3e33c3f065d9475d63c0ab941014e71dfb12d
